ComplaintID,Complaint,Category,Urgency
CMP_12294,the waiting time at the campus health center exceeded an hour for a routine checkup.,Medical,Low
CMP_12295,the automated book search kiosk terminal is running extremely slowly.,Library,Low
CMP_12296,Sparking and a burning plastic smell coming from the distribution board near room 227.,Electricity,Critical
CMP_12297,The nylon net on the basketball hoop is torn and needs replacement.,Sports,Low
CMP_12298,"The corridor lights on the first floor are not working, making it pitch dark at night.",Electricity,Medium
CMP_12299,The visitor logbook at the entrance gate is rally nt being filled out properly by guards.,Security,Low
CMP_12300,Toxic chemical cleaning agent accidentally spilled into the major cooking vessel containing soup.,Mess,Critical
CMP_12301,The glass burettes in the chemistry lab have faint graduation marks that are hard to read.,Laboratory,Low
CMP_12302,A group of outsiders are picking fights and ragging students outside the main campus gate.,Security,High
CMP_12303,The driver of route B-04 was driving extremely recklessly and speeding over speed bumps.,Transport,High
CMP_12304,"The morning campus bus is severely overcrowded, forcing students to stand on the footboard.",Transport,Medium
CMP_12305,the cctv camera covering the main entrance of girls hostel block c is rally out of focus and blurred.,Security,Medium
CMP_12306,The driver of route Shuttle-A was driving extremely recklessly and speeding over speed bumps.,Transport,High
CMP_12307,Severe water leakage from the ceiling in room 566 damaging personal belongings.,Hostel,High
CMP_12308,Bedbugs found in the mattress provided in room 525 of Hostel 9.,Hostel,Medium
CMP_12309,"The spectator stands collapsed during the annual track event, injuring several onlookers.",Sports,Critical
CMP_12310,the visitor logbook at the entrance gate is rally nt being filled out properly by guards.,Security,Low
CMP_12311,"The authentication gateway server is down, preventing any student from logging into the internet.",Internet,High
CMP_12312,LAN connection port in room 352 is physically damaged and loose.,Internet,Medium
CMP_12313,A group of outsiders are picking fights and ragging students outside the main campus gate.,Security,High
CMP_12314,The main server rack hosting all student terminal virtual machines has crashed entirely.,Laboratory,High
CMP_12315,The study lamp socket on table 4 is not drawing any power.,Electricity,Low
CMP_12316,A bicycle locked near block Hostel 9 was stolen during broad daylight.,Security,Medium
CMP_12317,"The authentication gateway server is rally down, preventing any student from logging into the internet.",Internet,High
CMP_12318,The projector screen in classroom 174 is manually jammed and won't roll down smoothly.,Academic,Low
CMP_12319,"The authentication gateway server is rally down, preventing any student from logging into the internet.",Internet,High
CMP_12320,"The overhead water tank is overflowing heavily, leaking directly into the main electric generator room.",Plumbing,Critical
CMP_12321,"The swimming pool water is green, murky, and causing skin rashes due to lack of filtration.",Sports,High
CMP_12322,the drinking water dispenser in the mess area has a strange muddy taste.,Mess,Medium
CMP_12323,The main circuit breaker keeps tripping every time the air conditioner is turned on.,Electricity,High
CMP_12324,One of the three tube lights in room 526 has fused.,Electricity,Low
CMP_12325,Sparking and a burning plastic smell coming from the distribution board near room 505.,Electricity,Critical
CMP_12326,Complete lack of running water in the entire hostel building since morning.,Plumbing,High
CMP_12327,"The main water pipeline has burst, causing massive flooding in the basement of Hostel 9.",Plumbing,High
CMP_12328,"the authentication gateway server is down, preventing any student from logging into the internet.",Internet,High
CMP_12329,"The authentication gateway server is rally down, preventing any student from logging into the internet.",Internet,High
CMP_12330,Complete network outage across the entire Hostel 9 block preventing project submissions.,Internet,High
CMP_12331,The CCTV camera covering the main entrance of PG Married Hostel is out of focus and blurred.,Security,Medium
CMP_12332,"The swimming pool water is green, murky, and causing skin rashes due to lack of filtration.",Sports,High
CMP_12333,Sparking and a burning plastic smell coming from the distribution board near room 381.,Electricity,Critical
CMP_12334,The digital library portal is completely inaccessible right before the mid-term examinations.,Library,High
CMP_12335,the automated emergency fire suppression sprinklers in the main book stack area went off falsely.,Library,Critical
CMP_12336,A gas cylinder regulator valve in the chemical laboratory is rally jammed and leaking a distinct smell.,Laboratory,High
CMP_12337,The digital thermometer at the campus clinic is out of battery and not replaced.,Medical,Medium
CMP_12338,The main server rack hosting all student terminal virtual machines has crashed entirely.,Laboratory,High
CMP_12339,"The air conditioning system in the reading room is turned off, making it suffocating.",Library,Medium
CMP_12340,The page load time for the student portal is very high on the campus network.,Internet,Low
CMP_12341,"the air conditioning system in the reading room is turned off, making it suffocating.",Library,Medium
CMP_12342,A professor is refusing to accept legitimate medical certificates for mandatory attendance criteria.,Academic,High
CMP_12343,The washbasin tap in room 227 is dripping slowly continuously.,Plumbing,Low
CMP_12344,The online portal failed to register the elective course preferences due to a script error.,Academic,Medium
CMP_12345,"An emergency patient arrived, but the campus ambulance oxygen cylinder was found empty.",Medical,High
CMP_12346,"The authentication gateway server is down, preventing any student from logging into the internet.",Internet,High
CMP_12347,The weight scale machine at the triage counter shows incorrect calibration metrics.,Medical,Low
CMP_12348,The page load time for the student portal is very high on the campus network.,Internet,Low
CMP_12349,"The overhead water tank is overflowing heavily, leaking directly into the main electric generator room.",Plumbing,Critical
CMP_12350,essential primary medicines like paracetamol and antacids are out of stock at the pharmacy.,Medical,Medium
CMP_12351,The mouse attached to computer terminal 18 in the computer lab is malfunctioning.,Laboratory,Low
CMP_12352,the college bus broke down in the middle of a deserted highway during an intercity trip.,Transport,High
CMP_12353,the college bus broke down in the middle of a deserted highway during an intercity trip.,Transport,High
CMP_12354,Mass scale technical malpractice detected during the online proctored placement exams.,Academic,Critical
CMP_12355,One of the external streetlights near the parking lot is rally flickering.,Security,Low
CMP_12356,Complete power blackout in the entire wing of PG Married Hostel for over 6 hours.,Electricity,High
CMP_12357,The CCTV camera covering the main entrance of Girls Hostel Block C is out of focus and blurred.,Security,Medium
CMP_12358,The glass burettes in the chemistry lab have faint graduation marks that are hard to read.,Laboratory,Low
CMP_12359,The indoor gym equipment cable snapped while a student was lifting heavy weights.,Sports,High
CMP_12360,"The main water pipeline has burst, causing massive flooding in the basement of Boys Hostel Block A.",Plumbing,High
CMP_12361,Toxic chemical cleaning agent accidentally spilled into the major cooking vessel containing soup.,Mess,Critical
CMP_12362,The whiteboard markers provided to professors are mostly dried up and unreadable.,Academic,Low
CMP_12363,The glass burettes in the chemistry lab have faint graduation marks that are hard to read.,Laboratory,Low
CMP_12364,The toilet flush mechanism in bathroom 1 is broken and not working.,Plumbing,Medium
CMP_12365,the weight scale machine at the triage counter shows incorrect calibration metrics.,Medical,Low
CMP_12366,The page load time for the student portal is rally very high on the campus network.,Internet,Low
CMP_12367,The on-duty doctor was absent during the specified night shift hours at the clinic.,Medical,High
CMP_12368,several pages are torn or missing from the core reference book for course code ee-302.,Library,Medium
CMP_12369,The grip tape on the badminton racquets in the inventory is completely worn out.,Sports,Low
CMP_12370,The evening shuttle bus arrived 20 minutes later than the scheduled timetable.,Transport,Low
CMP_12371,The digital library portal is completely inaccessible right before the mid-term examinations.,Library,High
CMP_12372,The exam paper leaked online an hour prior to the scheduled examination schedule.,Academic,High
CMP_12373,Live naked electric wires are exposed in the hallway of the fourth floor near the water cooler.,Electricity,Critical
